study_hours,attendance,previous_score,marks
6,80.8,68,58.0
4,72.1,83,66.0
6,73.3,50,36.0
8,91.3,45,44.0
3,75.1,42,26.0
5,72.1,53,37.0
2,74.6,99,82.0
2,67.6,41,18.0
7,84.6,71,66.0
6,71.7,70,60.0
4,79.7,50,32.0
5,80.0,61,51.0
1,67.1,42,18.0
7,77.1,89,82.0
8,89.3,70,66.0
9,81.3,72,69.0
8,88.8,63,59.0
5,80.5,40,26.0
3,62.5,83,63.0
9,83.9,54,52.0
6,72.0,76,66.0
5,80.5,66,51.0
3,65.6,77,54.0
6,91.6,87,77.0
3,68.7,66,45.0
6,82.2,83,77.0
4,70.0,51,32.0
2,71.3,42,15.0
8,85.8,69,62.0
4,72.4,71,55.0
9,88.7,62,59.0
7,79.7,41,32.0
2,64.0,46,21.0
4,66.1,73,56.0
5,75.7,71,55.0
3,64.1,92,74.0
9,90.9,78,74.0
5,75.4,71,56.0
2,67.6,82,58.0
3,65.1,82,64.0
9,85.2,53,49.0
7,84.4,42,31.0
2,67.6,85,64.0
9,89.7,71,63.0
4,72.9,82,66.0
9,90.8,75,73.0
2,65.0,56,38.0
4,68.6,87,70.0
5,73.4,42,27.0
2,65.0,96,72.0
1,57.8,49,21.0
7,88.8,92,85.0
1,55.4,86,62.0
8,83.5,79,73.0
3,71.7,57,32.0
6,82.5,42,30.0
7,80.4,78,64.0
1,61.1,49,25.0
6,79.2,91,82.0
7,89.2,48,41.0
6,71.6,85,71.0
4,67.2,94,79.0
1,72.2,85,59.0
9,91.7,50,45.0
4,65.8,99,84.0
7,72.6,72,62.0
7,78.4,75,65.0
2,62.1,65,43.0
1,68.3,66,39.0
8,85.2,77,70.0
8,87.1,61,54.0
7,87.5,65,55.0
8,88.0,61,55.0
3,68.1,44,25.0
2,71.6,74,52.0
7,86.2,41,31.0
8,84.9,74,68.0
1,60.3,48,19.0
9,87.4,90,87.0
4,73.4,90,71.0
4,71.5,88,74.0
3,65.7,57,35.0
6,82.7,82,69.0
1,64.5,51,24.0
6,66.3,42,29.0
2,72.2,57,34.0
9,87.9,95,93.0
2,64.3,77,52.0
7,83.6,46,37.0
1,72.1,72,49.0
7,80.7,45,38.0
5,78.7,57,44.0
8,85.7,84,75.0
4,76.3,61,44.0
7,82.7,90,84.0
6,82.5,78,65.0
5,77.3,90,75.0
4,81.0,48,29.0
7,88.8,74,67.0
5,83.6,62,50.0
5,73.0,51,38.0
1,55.3,91,66.0
2,69.1,63,42.0
5,80.4,89,76.0
3,75.5,79,64.0
2,74.1,48,26.0
4,75.1,52,31.0
4,65.4,79,63.0
4,72.6,93,77.0
4,68.6,81,61.0
3,62.5,56,33.0
7,92.2,46,39.0
9,96.3,56,52.0
5,85.3,94,82.0
4,72.5,89,73.0
2,65.4,63,37.0
2,73.9,41,16.0
5,69.9,74,59.0
7,89.5,67,59.0
9,87.2,58,56.0
7,74.8,72,59.0
5,80.9,60,46.0
6,79.7,92,80.0
3,67.6,49,30.0
5,80.7,92,78.0
8,86.7,85,81.0
1,63.8,84,57.0
1,58.7,48,24.0
7,85.1,77,66.0
5,76.2,45,31.0
5,78.5,90,73.0
1,68.8,92,66.0
9,88.7,81,78.0
1,62.4,94,66.0
5,74.6,74,57.0
9,84.8,57,50.0
4,83.4,92,77.0
8,85.9,58,54.0
6,84.6,44,30.0
3,72.9,64,43.0
4,67.5,50,34.0
2,65.8,49,26.0
1,68.7,56,36.0
8,86.4,75,69.0
1,72.0,65,39.0
1,59.3,70,44.0
4,67.7,71,56.0
6,79.0,60,47.0
9,91.7,57,56.0
1,63.7,99,73.0
7,81.9,57,48.0
5,81.9,40,24.0
8,80.9,53,49.0
7,92.2,47,41.0
4,75.8,41,24.0
4,79.1,90,72.0
6,84.2,54,45.0
6,78.7,99,92.0
9,97.6,73,68.0
5,86.5,75,62.0
8,90.6,40,36.0
5,82.0,90,77.0
2,67.7,60,40.0
6,80.4,81,69.0
9,86.2,40,38.0
3,67.4,71,50.0
1,57.2,59,33.0
1,69.9,93,69.0
3,67.0,86,63.0
5,75.3,75,59.0
3,68.8,78,54.0
9,90.9,69,65.0
8,85.5,46,41.0
3,71.8,61,41.0
9,82.5,96,94.0
6,82.0,89,80.0
7,74.8,84,74.0
4,69.4,49,33.0
4,67.6,95,78.0
2,67.7,47,21.0
5,71.1,66,49.0
8,86.6,49,43.0
7,84.2,53,40.0
7,82.9,85,77.0
6,71.4,98,84.0
3,69.5,91,74.0
5,75.8,93,78.0
1,60.4,50,21.0
7,81.9,45,34.0
9,92.3,60,54.0
1,69.4,72,47.0
2,69.8,58,36.0
3,64.6,78,53.0
3,73.8,63,45.0
8,88.9,57,52.0
7,80.1,74,66.0
6,79.0,91,79.0
4,75.7,82,63.0
9,88.4,76,72.0
1,70.3,58,33.0
2,67.5,92,70.0
4,68.5,63,47.0
3,73.1,95,73.0
1,62.7,73,50.0
5,70.5,61,48.0
7,75.8,43,33.0
2,67.7,96,72.0
5,66.8,49,31.0
6,82.6,41,32.0
7,85.4,47,34.0
1,59.0,72,41.0
7,79.6,98,91.0
4,74.1,77,61.0
8,93.1,82,75.0
4,66.6,98,80.0
6,85.2,67,57.0
9,87.5,49,46.0
5,80.1,84,71.0
4,76.4,40,21.0
8,90.5,73,69.0
9,87.3,42,37.0
4,76.4,48,32.0
3,73.8,44,26.0
8,82.8,81,74.0
5,84.0,49,34.0
2,64.3,51,24.0
9,82.4,57,53.0
3,70.2,97,74.0
2,71.4,60,37.0
1,59.5,60,31.0
8,85.3,40,29.0
3,66.0,42,21.0
7,89.5,44,37.0
1,60.8,64,37.0
1,67.0,97,73.0
9,100.0,88,87.0
8,91.2,47,45.0
3,70.7,56,32.0
6,83.8,48,35.0
3,69.5,71,52.0
4,82.2,45,27.0
1,63.3,88,65.0
5,79.7,79,64.0
1,58.0,60,30.0
1,67.2,46,22.0
7,89.8,46,35.0
6,73.5,86,72.0
2,67.8,78,55.0
2,60.5,93,71.0
7,87.8,66,60.0
1,59.7,47,19.0
2,70.1,48,25.0
8,79.4,67,55.0
6,73.4,54,41.0
2,62.3,41,17.0
7,74.3,46,36.0
4,76.8,86,71.0
2,71.9,57,35.0
6,76.0,61,48.0
9,98.7,89,82.0
9,95.4,49,48.0
8,84.7,93,86.0
3,67.3,89,69.0
3,64.1,72,50.0
2,58.1,46,22.0
5,82.5,42,25.0
4,72.7,53,33.0
7,81.7,83,71.0
4,70.8,85,70.0
9,93.4,75,71.0
2,63.5,52,28.0
6,75.2,55,44.0
7,85.0,55,46.0
4,67.1,93,76.0
6,75.3,44,29.0
7,81.3,91,84.0
4,71.7,64,47.0
8,89.9,77,70.0
9,90.1,77,73.0
1,54.9,89,63.0
7,80.5,77,68.0
9,86.8,78,74.0
5,83.7,95,82.0
2,73.1,95,77.0
6,76.9,87,77.0
7,79.9,80,71.0
2,63.9,65,39.0
2,72.6,98,77.0
1,63.4,52,25.0
4,79.8,83,63.0
7,77.9,90,80.0
9,87.7,65,62.0
3,68.6,94,75.0
7,87.5,94,88.0
7,75.8,40,31.0
7,85.5,47,36.0
2,69.5,43,21.0
6,79.1,60,50.0
2,69.9,61,40.0
6,82.7,90,81.0
3,74.5,92,75.0
2,76.3,97,76.0
6,82.7,76,66.0
2,67.4,88,59.0
5,76.2,42,26.0
2,60.3,58,33.0
3,65.1,40,19.0
3,75.9,68,49.0
6,80.0,62,50.0
6,86.2,72,56.0
3,68.4,94,74.0
3,71.5,91,72.0
1,58.2,80,53.0
7,83.8,62,60.0
8,84.4,44,35.0
2,65.1,46,22.0
4,72.3,96,80.0
7,79.1,97,88.0
8,88.2,45,39.0
1,59.4,88,63.0
4,70.4,61,44.0
6,77.9,88,72.0
3,72.1,52,33.0
5,79.6,51,39.0
9,93.9,43,45.0
3,61.7,47,23.0
5,78.0,76,63.0
8,94.0,70,63.0
6,72.3,76,63.0
4,72.7,84,64.0
8,86.8,65,62.0
3,76.1,82,64.0
3,74.1,47,28.0
4,70.1,79,60.0
9,90.0,72,70.0
5,74.2,84,70.0
8,82.5,68,60.0
6,78.8,44,33.0
3,74.3,67,46.0
8,85.7,92,88.0
9,90.4,79,78.0
8,92.0,56,47.0
4,76.5,94,75.0
6,81.7,62,51.0
1,65.6,84,61.0
4,74.5,48,29.0
8,93.0,41,36.0
1,63.5,71,44.0
3,75.4,90,75.0
1,63.9,91,63.0
9,83.3,88,85.0
2,64.9,70,46.0
9,93.1,46,44.0
4,74.5,69,55.0
2,58.0,97,76.0
4,75.3,42,25.0
6,77.6,90,74.0
7,86.8,90,79.0
3,65.2,95,75.0
3,66.5,48,28.0
8,95.3,49,44.0
5,77.0,85,72.0
4,70.5,89,72.0
7,89.6,97,94.0
7,85.2,86,79.0
9,93.8,65,64.0
9,96.6,40,35.0
5,79.4,69,54.0
8,78.4,96,90.0
1,64.1,77,52.0
9,95.7,54,50.0
8,80.2,64,58.0
6,81.2,45,33.0
3,68.5,57,38.0
3,63.6,40,17.0
8,83.0,95,90.0
5,73.9,42,32.0
7,82.2,56,46.0
5,78.4,87,76.0
8,98.5,47,45.0
4,82.8,99,81.0
2,61.5,88,66.0
3,75.3,79,59.0
8,89.4,56,54.0
7,87.6,64,59.0
2,67.0,80,55.0
6,77.5,51,36.0
9,90.2,68,66.0
4,73.2,64,47.0
9,85.8,90,89.0
2,62.2,75,50.0
2,69.0,92,69.0
9,90.1,93,94.0
7,78.4,64,54.0
7,80.3,68,60.0
1,64.2,50,22.0
6,80.2,99,84.0
7,84.2,43,34.0
6,84.9,53,40.0
6,83.6,85,78.0
2,75.1,77,56.0
6,79.9,56,45.0
4,75.1,41,23.0
9,88.5,47,45.0
1,65.1,75,50.0
8,84.2,49,37.0
5,70.9,46,29.0
1,62.5,75,44.0
4,70.6,55,38.0
1,58.9,53,24.0
6,76.4,55,43.0
2,62.1,64,39.0
5,80.1,80,70.0
7,80.9,43,37.0
2,65.2,68,47.0
6,78.3,95,85.0
6,79.4,45,32.0
5,79.9,40,24.0
5,78.8,78,60.0
3,75.7,40,20.0
2,66.7,90,66.0
7,86.5,79,74.0
1,63.2,96,70.0
6,76.6,42,25.0
6,82.5,40,25.0
3,61.0,40,20.0
2,68.0,78,59.0
2,64.4,60,33.0
9,91.7,84,81.0
5,81.8,69,51.0
7,84.8,71,64.0
5,70.5,72,58.0
7,80.6,87,78.0
4,72.5,61,43.0
8,78.7,69,64.0
7,75.3,93,85.0
5,78.5,85,73.0
6,82.6,43,32.0
5,75.1,62,46.0
7,84.5,94,85.0
2,70.4,83,64.0
5,78.8,64,50.0
3,69.9,51,29.0
9,87.4,56,53.0
6,77.9,92,83.0
3,75.7,54,36.0
7,85.4,49,37.0
4,71.7,74,57.0
3,73.9,94,75.0
8,85.8,91,84.0
4,68.4,91,74.0
1,61.6,68,40.0
6,81.9,51,37.0
1,66.6,40,11.0
5,81.1,40,28.0
7,84.7,49,40.0
6,84.1,57,47.0
2,72.0,86,65.0
4,70.0,41,22.0
2,71.1,88,66.0
1,61.4,47,19.0
3,71.0,61,43.0
3,66.5,61,41.0
7,83.0,65,56.0
1,68.2,65,42.0
9,92.7,48,45.0
6,77.4,60,46.0
4,72.1,70,51.0
3,76.1,91,74.0
3,72.1,82,67.0
2,63.0,45,21.0
2,63.6,95,73.0
5,75.9,53,39.0
9,91.1,72,69.0
2,60.5,46,24.0
2,69.5,63,36.0
6,77.7,48,38.0
2,71.0,50,29.0
4,71.8,95,72.0
6,86.8,62,48.0
5,83.9,87,71.0
1,59.2,90,61.0
6,87.9,41,29.0
1,55.9,54,31.0
3,75.3,74,56.0
5,78.1,75,62.0
5,75.1,91,78.0
6,80.0,93,83.0
8,95.3,67,65.0
5,69.1,78,65.0
1,63.5,83,59.0
5,82.7,43,26.0
3,70.5,49,32.0
4,85.3,45,27.0
8,83.4,96,89.0
7,84.5,69,57.0
5,81.3,93,77.0
2,74.3,85,65.0
6,76.1,74,63.0
6,80.5,88,78.0
6,81.1,82,74.0
9,86.9,49,41.0
8,77.4,97,90.0
8,82.3,92,88.0
1,61.3,71,47.0
5,85.8,81,66.0
7,85.3,81,75.0
6,84.5,42,29.0
5,67.6,95,80.0
8,88.1,65,59.0
3,73.0,54,34.0
6,74.7,56,47.0
5,76.4,66,53.0
8,90.4,57,50.0
4,68.1,90,72.0
8,87.6,58,54.0
2,69.3,51,28.0
9,90.0,63,59.0
9,94.7,44,40.0
6,84.6,63,55.0
4,75.6,66,49.0
4,74.0,87,70.0
6,80.8,69,57.0
5,72.6,54,39.0
6,79.9,86,75.0
7,79.3,98,87.0
7,85.1,77,70.0
9,96.7,83,76.0
8,83.0,73,68.0
6,76.5,66,53.0
6,82.8,59,48.0
5,68.8,80,63.0
1,61.0,71,47.0
9,99.2,43,38.0
9,84.8,44,43.0
9,83.5,92,90.0
8,86.1,97,95.0
3,71.0,47,24.0
1,68.4,61,35.0
8,84.6,81,75.0
7,89.3,46,37.0
5,83.6,61,46.0
7,91.5,85,80.0
4,77.6,69,55.0
9,88.1,76,71.0
2,61.4,55,32.0
9,92.6,54,51.0
9,92.0,44,43.0
5,73.3,42,23.0
1,71.7,62,37.0
7,82.2,49,40.0
4,72.3,44,24.0
9,91.6,62,60.0
6,83.9,54,44.0
3,70.7,57,34.0
6,87.7,64,51.0
6,79.7,47,39.0
5,86.7,70,57.0
2,62.9,60,36.0
2,62.3,41,16.0
7,83.5,61,52.0
2,66.3,47,25.0
6,83.2,62,51.0
5,77.1,71,56.0
4,73.0,47,27.0
7,83.1,43,33.0
8,83.9,69,60.0
4,63.6,58,39.0
1,66.1,62,41.0
1,56.9,57,35.0
1,63.0,92,67.0
1,56.7,68,39.0
5,84.1,62,51.0
4,76.5,72,56.0
9,91.1,91,93.0
3,76.5,86,68.0
7,80.7,57,49.0
8,92.7,93,88.0
6,72.6,83,72.0
1,58.3,72,44.0
8,92.1,46,41.0
3,76.6,90,69.0
8,92.3,67,66.0
4,70.3,40,20.0
8,87.0,95,92.0
1,57.0,78,53.0
3,75.5,73,50.0
6,78.5,78,70.0
9,88.0,58,51.0
2,59.6,70,45.0
1,66.0,52,25.0
3,70.5,96,75.0
4,75.2,63,45.0
5,74.5,44,29.0
3,70.5,62,43.0
2,70.9,58,38.0
2,62.1,40,16.0
7,81.6,72,61.0
9,87.0,98,95.0
2,75.6,89,65.0
7,84.3,95,85.0
7,80.0,72,66.0
7,84.3,71,61.0
3,67.0,98,79.0
7,89.5,67,59.0
1,65.7,76,52.0
1,61.4,80,56.0
5,73.1,51,37.0
2,57.1,48,29.0
9,88.3,89,84.0
7,78.8,94,87.0
4,77.6,50,36.0
4,71.8,72,56.0
2,65.4,58,34.0
5,73.0,93,77.0
4,76.5,96,80.0
1,59.9,81,59.0
8,80.4,73,68.0
3,65.7,46,26.0
6,78.6,70,57.0
4,76.6,91,72.0
9,91.8,41,36.0
7,77.9,58,51.0
9,82.7,77,76.0
3,73.6,71,51.0
1,61.6,49,28.0
5,82.7,80,69.0
3,74.2,47,30.0
6,85.7,65,56.0
8,82.8,69,64.0
4,75.4,50,33.0
5,73.8,80,67.0
5,68.7,59,45.0
4,64.8,99,84.0
4,78.0,59,40.0
4,72.9,48,33.0
4,77.6,47,31.0
4,68.3,99,81.0
5,74.5,54,38.0
2,62.3,73,48.0
2,73.5,63,39.0
9,91.4,72,71.0
2,65.2,80,55.0
6,76.9,80,70.0
2,69.1,84,65.0
5,82.1,79,65.0
4,76.3,66,49.0
7,78.4,60,49.0
7,84.1,44,35.0
6,85.4,74,62.0
5,74.5,60,48.0
1,55.1,43,18.0
3,76.8,88,70.0
9,98.1,87,83.0
1,55.6,55,29.0
5,72.0,96,79.0
2,68.1,70,49.0
4,80.4,65,49.0
1,53.4,91,63.0
3,63.5,74,50.0
7,80.7,45,36.0
3,69.3,72,53.0
4,83.6,60,39.0
2,68.8,55,32.0
3,66.3,86,69.0
9,89.5,78,74.0
3,75.6,73,55.0
5,80.9,81,72.0
2,60.1,96,72.0
4,76.8,99,86.0
7,87.0,54,47.0
7,75.3,45,34.0
3,71.7,41,24.0
5,82.4,63,51.0
1,68.5,95,73.0
1,59.2,88,68.0
5,71.7,67,52.0
9,92.0,40,38.0
1,59.1,40,11.0
1,64.1,67,41.0
4,65.3,75,57.0
4,78.2,59,41.0
2,68.7,87,62.0
9,89.9,47,48.0
9,89.8,40,37.0
2,60.2,65,41.0
9,92.6,90,91.0
6,84.1,82,73.0
8,89.9,88,82.0
4,67.2,64,44.0
2,70.7,49,29.0
2,67.7,51,32.0
9,91.8,80,78.0
1,71.2,46,21.0
7,78.8,51,43.0
3,65.8,86,69.0
3,76.0,79,56.0
2,61.7,56,31.0
6,74.8,44,36.0
2,66.1,53,30.0
4,70.8,73,56.0
9,93.9,87,87.0
9,87.0,56,54.0
6,80.6,74,61.0
4,74.9,94,77.0
7,81.7,40,30.0
1,57.0,98,69.0
4,76.7,89,74.0
5,73.0,89,72.0
8,87.4,75,71.0
2,66.5,54,30.0
5,69.6,99,82.0
6,86.3,58,51.0
5,74.4,90,76.0
9,89.3,81,76.0
1,62.3,44,17.0
3,68.6,58,40.0
2,64.7,82,63.0
3,60.3,78,60.0
9,89.7,44,44.0
9,84.5,91,87.0
2,67.5,51,27.0
3,69.4,58,30.0
4,72.5,86,68.0
9,83.7,51,44.0
3,70.6,75,53.0
7,84.5,51,40.0
3,71.6,57,36.0
7,86.2,88,79.0
7,89.5,90,86.0
9,86.1,87,85.0
2,70.8,82,61.0
6,71.9,73,63.0
9,92.5,87,82.0
2,69.4,72,47.0
2,67.1,88,66.0
5,84.8,57,48.0
8,81.9,96,90.0
9,91.3,68,70.0
2,68.9,84,64.0
5,79.4,44,27.0
7,87.2,64,58.0
6,87.1,63,48.0
6,89.4,68,57.0
7,87.8,98,90.0
3,75.7,77,56.0
3,77.8,72,50.0
9,94.6,49,48.0
8,86.6,76,74.0
5,78.1,99,86.0
6,79.1,72,59.0
1,68.8,62,43.0
1,67.4,97,75.0
4,74.3,50,32.0
2,65.3,63,44.0
7,85.8,63,54.0
2,57.4,46,24.0
2,64.1,89,61.0
5,72.4,60,45.0
4,74.2,59,44.0
8,80.4,92,84.0
4,82.0,49,32.0
6,80.9,64,50.0
5,81.5,86,73.0
2,69.8,75,52.0
8,86.8,87,85.0
2,68.0,86,61.0
9,89.9,54,52.0
9,87.0,83,82.0
3,72.7,79,57.0
4,70.9,79,58.0
8,78.4,89,83.0
9,97.9,45,41.0
3,64.6,76,58.0
5,76.5,41,25.0
8,76.4,51,43.0
3,80.2,97,74.0
7,81.1,43,34.0
8,83.0,62,58.0
3,72.2,52,34.0
2,62.9,56,30.0
7,82.6,70,62.0
9,83.2,55,52.0
1,55.9,80,56.0
3,65.6,65,45.0
5,76.0,67,51.0
3,67.8,40,18.0
1,70.4,86,64.0
7,90.1,51,38.0
7,83.5,76,69.0
8,98.3,94,89.0
5,82.9,95,81.0
5,71.7,89,76.0
5,78.3,59,38.0
1,65.4,41,14.0
5,67.4,75,62.0
6,83.2,54,39.0
1,55.6,77,51.0
7,78.9,61,53.0
1,61.7,83,54.0
2,68.2,89,68.0
2,60.8,71,53.0
5,68.9,98,86.0
7,80.6,59,51.0
1,71.6,75,48.0
1,65.4,72,50.0
1,66.3,54,24.0
6,77.0,89,79.0
2,64.1,85,63.0
1,67.2,42,13.0
6,80.5,68,54.0
2,59.4,86,61.0
6,81.6,66,58.0
8,87.3,44,35.0
2,61.1,98,78.0
9,93.8,95,95.0
8,82.7,70,61.0
1,57.3,61,32.0
7,93.7,74,66.0
6,73.6,93,83.0
6,76.3,46,35.0
6,74.3,45,33.0
6,84.8,65,55.0
7,86.7,93,87.0
3,71.1,40,18.0
6,82.8,58,45.0
3,73.4,46,26.0
7,80.2,75,66.0
7,82.9,51,44.0
8,87.2,59,55.0
2,71.6,62,40.0
9,86.7,64,61.0
5,80.5,69,54.0
9,87.9,98,95.0
5,79.6,68,56.0
7,82.4,70,61.0
9,87.0,57,53.0
4,71.9,80,60.0
2,69.8,58,35.0
9,92.0,93,93.0
2,63.5,43,20.0
3,72.8,40,24.0
2,60.0,80,54.0
3,66.8,98,78.0
6,79.9,54,45.0
3,73.9,93,77.0
8,83.8,47,40.0
6,82.4,54,44.0
7,83.0,54,45.0
1,68.3,89,66.0
3,68.7,78,57.0
3,74.5,61,42.0
2,69.6,57,34.0
7,81.8,55,43.0
9,92.3,41,37.0
4,74.2,75,57.0
5,72.2,59,44.0
3,71.8,55,35.0
9,90.2,42,36.0
4,73.8,95,82.0
5,73.7,69,55.0
1,68.4,94,74.0
2,68.8,41,19.0
9,90.1,74,72.0
2,64.4,65,42.0
5,68.6,96,81.0
8,88.5,44,38.0
3,67.5,41,21.0
6,75.1,90,82.0
4,67.6,95,80.0
7,86.4,59,51.0
3,67.7,73,53.0
6,81.8,73,62.0
9,95.8,93,91.0
1,70.6,95,71.0
3,62.7,94,74.0
2,64.8,59,40.0
8,85.2,89,83.0
7,85.7,64,58.0
2,59.5,59,38.0
6,79.7,64,56.0
3,66.5,92,73.0
8,79.3,53,46.0
3,70.4,99,82.0
9,91.8,86,88.0
1,72.7,83,56.0
5,75.2,82,68.0
3,74.9,82,63.0
6,84.8,78,71.0
2,74.9,51,27.0
9,88.1,87,85.0
6,72.4,44,34.0
7,88.6,41,33.0
5,84.8,93,77.0
9,92.5,55,50.0
1,73.6,94,69.0
5,79.8,69,55.0
6,78.9,86,76.0
7,90.5,82,74.0
4,78.2,77,61.0
1,56.4,84,60.0
8,81.3,90,84.0
4,78.6,81,56.0
3,71.5,63,43.0
7,86.6,90,82.0
2,60.8,69,43.0
8,88.1,76,73.0
6,84.5,96,81.0
7,85.7,98,94.0
5,78.8,92,74.0
9,85.2,78,76.0
5,76.8,50,38.0
5,83.2,53,38.0
3,68.5,62,42.0
1,69.3,92,71.0
2,71.6,55,34.0
8,85.2,89,84.0
1,54.3,60,32.0
7,77.2,94,85.0
5,70.3,94,76.0
3,66.1,43,21.0
7,85.3,72,65.0
9,92.2,93,92.0
2,62.1,86,69.0
8,83.2,53,49.0
9,83.5,58,54.0
3,73.4,98,81.0
2,64.3,44,15.0
7,82.7,75,66.0
5,77.5,70,56.0
5,72.8,84,71.0
5,65.8,57,40.0
4,66.7,83,66.0
5,80.5,70,57.0
4,76.5,94,79.0
6,86.7,69,57.0
4,78.8,60,43.0
2,66.3,86,65.0
9,91.1,69,66.0
2,68.1,94,74.0
9,97.8,80,76.0
6,72.0,43,30.0
9,95.1,44,39.0
9,91.4,80,79.0
3,72.5,84,60.0
1,72.2,49,24.0
1,66.4,66,42.0
3,64.9,55,33.0
5,81.8,69,57.0
3,60.6,52,32.0
9,88.2,75,71.0
9,90.6,60,58.0
3,67.5,84,64.0
3,73.2,92,72.0
5,73.7,79,64.0
2,68.6,84,61.0
6,81.2,54,43.0
7,88.6,59,54.0
9,95.0,59,56.0
6,81.8,84,75.0
3,67.5,94,72.0
5,79.3,98,84.0
4,77.1,44,30.0
5,80.2,93,80.0
8,84.9,93,82.0
8,87.3,99,96.0
6,82.6,71,60.0
1,68.1,45,19.0
8,80.3,69,62.0
8,92.1,65,61.0
2,61.0,76,53.0
4,70.0,52,34.0
2,70.3,68,43.0
4,78.5,44,27.0
7,89.7,64,55.0
9,87.5,52,51.0
8,87.6,63,58.0
9,91.0,70,69.0
8,82.3,59,52.0
2,63.5,94,72.0
7,92.2,47,38.0
2,61.3,99,73.0
2,63.5,48,26.0
4,73.4,60,46.0
1,60.4,90,60.0
5,76.1,59,43.0
6,76.6,54,43.0
9,95.2,65,65.0
8,78.5,93,89.0
2,66.9,81,60.0
1,58.7,50,22.0
2,58.5,76,53.0
7,78.9,80,70.0
4,65.8,50,31.0
5,68.3,66,52.0
7,80.5,69,59.0
3,64.5,58,40.0
2,76.5,73,50.0
7,87.2,77,66.0
5,69.1,62,45.0
1,67.8,92,69.0
1,63.9,40,13.0
9,93.2,42,37.0
5,75.0,42,25.0
1,66.1,67,45.0
7,86.7,53,47.0
9,93.7,91,93.0
1,66.3,69,40.0
4,69.4,97,85.0
3,62.7,93,73.0
5,77.5,44,27.0
7,82.8,88,80.0
8,83.7,54,46.0
2,72.2,77,57.0
7,75.2,53,43.0
1,56.6,53,25.0
7,82.0,96,90.0
8,82.0,98,93.0
2,65.5,88,67.0
9,92.8,47,44.0
1,55.8,47,18.0
6,91.2,58,46.0
1,64.1,71,44.0
3,66.4,70,47.0
6,77.5,68,55.0
3,81.5,80,59.0
8,78.7,50,42.0
5,78.3,84,69.0
2,61.6,52,29.0
4,78.4,66,53.0
9,86.5,95,90.0
4,68.4,58,40.0
8,87.9,65,55.0
5,77.7,92,78.0
1,66.3,90,64.0
7,85.4,76,68.0
3,75.5,87,68.0
8,81.4,48,44.0
3,71.7,67,45.0
1,64.1,71,47.0
5,81.3,91,73.0
2,66.1,93,71.0
4,73.6,42,25.0
1,71.6,90,65.0
9,92.6,71,70.0
6,77.9,44,33.0
8,79.9,47,42.0
4,78.4,53,35.0
9,87.0,95,90.0
2,57.6,42,17.0
9,85.9,63,59.0
5,73.2,52,36.0
6,73.4,82,71.0
3,66.7,68,45.0
4,73.9,47,31.0
6,84.1,90,77.0
7,82.3,81,73.0
1,68.9,70,47.0
7,78.2,65,56.0
1,58.4,57,30.0
5,75.5,97,84.0
6,82.2,57,41.0
2,69.2,96,73.0
9,83.9,46,41.0
6,86.0,87,77.0
7,76.4,77,63.0
8,84.7,87,79.0
1,69.1,55,28.0
8,96.7,94,91.0
4,72.4,95,76.0
8,83.0,99,92.0
6,82.9,72,61.0
9,92.3,95,92.0
4,69.5,90,72.0
2,67.2,42,20.0
2,69.3,77,54.0
5,75.0,43,35.0
9,89.0,75,67.0
3,67.4,43,20.0
8,92.9,81,76.0
4,75.8,48,33.0
6,76.1,79,68.0
6,83.6,90,81.0
3,66.0,56,36.0
5,77.3,56,46.0
3,65.8,72,50.0
1,63.4,59,36.0
7,75.3,53,44.0
4,76.8,61,43.0
7,76.3,91,79.0
3,78.5,66,44.0
5,82.7,82,67.0
5,74.5,42,27.0
2,62.8,63,39.0
2,74.9,69,49.0
4,73.6,47,28.0
4,76.0,61,46.0
4,78.0,64,48.0
6,77.6,99,90.0
2,73.0,49,24.0
6,79.5,88,75.0
7,82.2,68,61.0
3,64.4,79,62.0
8,87.3,93,87.0
2,59.4,40,13.0
8,84.8,91,85.0
5,72.9,60,47.0
2,68.2,78,54.0
7,89.8,63,57.0
2,70.2,48,26.0
6,78.3,99,89.0
3,73.2,83,61.0
9,93.1,93,93.0
3,69.3,65,43.0
3,63.6,48,24.0
5,73.7,59,45.0
7,76.7,95,86.0
8,90.4,74,65.0
7,84.6,75,70.0
9,97.8,81,79.0
5,75.7,75,59.0
3,63.0,93,72.0
6,84.9,48,36.0
5,67.3,61,46.0
4,78.8,40,24.0
2,70.6,44,25.0
7,83.8,48,38.0
5,76.6,76,65.0
4,71.8,77,59.0
8,83.9,58,53.0
9,83.0,47,45.0
9,92.0,81,82.0
3,68.6,82,64.0
3,75.3,71,50.0
5,87.1,52,39.0
5,79.7,59,43.0
2,64.2,75,54.0
1,68.4,82,58.0
8,82.4,83,73.0
3,70.9,76,56.0
1,62.9,69,42.0
1,61.1,49,25.0
2,68.8,70,48.0
6,76.6,64,49.0
6,80.3,68,59.0
3,70.4,63,45.0
4,74.1,78,60.0
2,58.5,60,32.0
2,63.7,80,59.0
7,94.1,48,40.0
1,68.5,81,55.0
7,83.5,81,69.0
1,61.7,41,12.0
6,81.5,43,39.0
3,72.5,47,25.0
8,91.9,71,62.0
6,73.6,53,40.0
2,66.6,88,67.0
8,86.7,52,42.0
5,74.2,60,44.0
8,79.7,63,57.0
8,84.6,89,83.0
6,73.3,57,43.0
2,63.0,84,61.0
8,97.9,79,76.0
